"game_id","Date","home_team_id","away_team_id","home_score","away_score"
"7VqGD3lxQv",2020-09-27,"a2lqRX2Mr0","APk5LGOMOW",4,1
"NWMWRoGNQl",2020-09-26,"Vj58weDM8n","NWMWlBK5lz",4,0
"KAqBPkyWMb",2020-09-26,"vzqoOgNqap","YgOMngl5wN",1,1
"kRQa1WzjQK",2020-09-24,"eVq3ya6MWO","lgpMOvnQzy",6,0
"xW5pXwJJ5g",2020-09-24,"WBLMvYAQxe","jYQJ19EqGR",1,0
"KPqjAwzY56",2020-09-24,"a2lqR4JMr0","kaDQ0wRqEv",2,0
"aDQ0rlD35E",2020-09-24,"pzeQZ6xQKw","0KPqjA456v",5,0
"9vQ284rm5K",2020-09-24,"vzqoOgNqap","EKXMeX3Q64",1,0
"odMX9Ezx5Y",2020-09-24,"zeQZkL1MKw","a2lqRX2Mr0",1,4
"9Yqd8wzEqv",2020-09-23,"mvzqoLZQap","kRQand1MKZ",2,1
"NPqxXAOXq9",2020-09-23,"Z2vQ1xlqrA","jYQJ8EW5GR",1,2
"OlMlaBzD5L",2020-09-23,"X0Oq66zq6D","YgOMngl5wN",4,0
"Vj58glJLM8",2020-09-23,"NWMWlBK5lz","9z5k7Yg5A3",0,0
"2vQ1ld1Oqr",2020-09-23,"KAqBN0Vqbg","mKAqBBmqbg",1,0
"a35rXB32QL",2020-09-23,"Vj58weDM8n","kRQabn8MKZ",0,1
"KXMeY3zPM6",2020-09-23,"19vQ2095K6","APk5LGOMOW",3,1
"eV5DNk9nQK",2020-09-20,"APk5LGOMOW","9z5k7Yg5A3",1,4
"7vQ7WxXGQD",2020-09-20,"0KPqjA456v","WBLMvYAQxe",1,6
"raMyYendMd",2020-09-20,"kaDQ0wRqEv","pzeQZ6xQKw",0,2
"gjMN36rD5K",2020-09-20,"a2lqR4JMr0","lgpMOvnQzy",1,2
"Pk5LJ6DYQO",2020-09-20,"YgOMngl5wN","kRQand1MKZ",2,2
"9z5kK3zd5A",2020-09-19,"EKXMeX3Q64","kRQabn8MKZ",2,2
"EGMPWR86Qa",2020-09-19,"jYQJ8EW5GR","X0Oq66zq6D",4,1
"wvq9GXwBMW",2020-09-19,"mvzqoLZQap","vzqoOgNqap",2,0
"2lqRG7eJQr",2020-09-19,"a2lqRX2Mr0","NWMWlBK5lz",0,1
"vzqo2JzJ5a",2020-09-19,"KAqBN0Vqbg","zeQZkL1MKw",1,2
"315Vo7znq9",2020-09-19,"19vQ2095K6","Vj58weDM8n",0,0
"gOMnXYzlqw",2020-09-19,"Z2vQ1xlqrA","mKAqBBmqbg",2,3
"gpMOBelrQz",2020-09-19,"jYQJ19EqGR","eVq3ya6MWO",3,0
"9z5krlNgMA",2020-09-17,"0KPqjA456v","WBLMvYAQxe",1,1
"OlMllxEgML",2020-09-17,"lgpMOvnQzy","APk5LGOMOW",3,1
"aDQ0mgeWME",2020-09-17,"mKAqBBmqbg","pzeQZ6xQKw",4,1
"OlMll8dRML",2020-09-14,"eVq3ya6MWO","WBLMvYAQxe",4,2
"Vj58mkjrq8",2020-09-14,"0KPqjA456v","kaDQ0wRqEv",0,0
"a35rg4EBqL",2020-09-14,"lgpMOvnQzy","APk5LGOMOW",2,4
"a35rg0WwqL",2020-09-14,"Z2vQ1xlqrA","kRQand1MKZ",1,0
"2vQ1mGxwQr",2020-09-13,"a2lqR4JMr0","pzeQZ6xQKw",0,5
"9YqdPL9mqv",2020-09-13,"mKAqBBmqbg","YgOMngl5wN",2,1
"gjMNE4YpQK",2020-09-13,"vzqoOgNqap","KAqBN0Vqbg",4,2
"7vQ7m9lD5D",2020-09-12,"jYQJ8EW5GR","zeQZkL1MKw",2,1
"eV5DEdXJqK",2020-09-12,"9z5k7Yg5A3","19vQ2095K6",2,1
"Pk5LEaXDqO",2020-09-12,"EKXMeX3Q64","a2lqRX2Mr0",0,2
"raMy9v7NMd",2020-09-12,"Vj58weDM8n","NWMWlBK5lz",2,1
"EGMPEvX05a",2020-09-12,"X0Oq66zq6D","mvzqoLZQap",2,2
"315Vw3BVq9",2020-09-11,"jYQJ19EqGR","0KPqjA456v",7,1
"4JMAErRDMK",2020-09-10,"a2lqR4JMr0","eVq3ya6MWO",3,0
"wvq9mVEmqW",2020-09-10,"pzeQZ6xQKw","YgOMngl5wN",1,1
"2vQ1mY34Qr",2020-09-10,"APk5LGOMOW","kRQabn8MKZ",1,2
"9z5krldKMA",2020-09-10,"kRQand1MKZ","mKAqBBmqbg",3,2
"KPqj1rk456",2020-09-10,"zeQZkL1MKw","KAqBN0Vqbg",2,1
"7VqGE21YMv",2020-09-07,"kaDQ0wRqEv","eVq3ya6MWO",3,0
"2lqREbXx5r",2020-09-07,"jYQJ19EqGR","WBLMvYAQxe",1,2
"gpMOEZX7qz",2020-09-07,"zeQZkL1MKw","vzqoOgNqap",0,0
"0Oq6mRYz56",2020-09-07,"kRQand1MKZ","a2lqR4JMr0",4,0
"KAqBElzZ5b",2020-09-06,"X0Oq66zq6D","19vQ2095K6",1,2
"NWMWYBWZql",2020-09-06,"mvzqoLZQap","NWMWlBK5lz",3,0
"0x5gy7bRQ7",2020-09-06,"EKXMeX3Q64","Vj58weDM8n",0,0
"gOMnweJB5w",2020-09-06,"a2lqRX2Mr0","9z5k7Yg5A3",0,3
"eVq3mOZwMW",2020-09-06,"0KPqjA456v","pzeQZ6xQKw",1,1
"eV5DEj1aqK",2020-09-06,"lgpMOvnQzy","kRQabn8MKZ",3,2
"Oa5wo4DW51",2020-09-06,"YgOMngl5wN","Z2vQ1xlqrA",2,1
"vzqo3XwBqa",2020-09-06,"jYQJ8EW5GR","KAqBN0Vqbg",1,1
"0Oq6mRY256",2020-09-03,"eVq3ya6MWO","0KPqjA456v",5,1
"2lqREbXn5r",2020-09-03,"WBLMvYAQxe","kaDQ0wRqEv",2,3
"jYQJEjXdqG",2020-09-03,"a2lqR4JMr0","jYQJ19EqGR",2,2
"7VqGE213Mv",2020-09-03,"Z2vQ1xlqrA","mKAqBBmqbg",1,1
"gpMOEZX1qz",2020-09-03,"vzqoOgNqap","jYQJ8EW5GR",1,1
"0x5gy7bLQ7",2020-09-03,"YgOMngl5wN","kRQand1MKZ",3,0
"gOMnweJJ5w",2020-09-03,"19vQ2095K6","Vj58weDM8n",0,2
"eVq3mOZjMW",2020-09-02,"NWMWlBK5lz","X0Oq66zq6D",0,0
"NWMWYBWLql",2020-09-02,"mvzqoLZQap","9z5k7Yg5A3",1,0
"vzqo3XwLqa",2020-09-02,"a2lqRX2Mr0","EKXMeX3Q64",0,1
"KAqBElzV5b",2020-09-02,"KAqBN0Vqbg","zeQZkL1MKw",0,0
"7vQ7myOY5D",2020-09-02,"kRQabn8MKZ","APk5LGOMOW",0,1
"Oa5wo4DY51",2020-08-31,"jYQJ19EqGR","eVq3ya6MWO",3,1
"jYQJEjXDqG",2020-08-31,"vzqoOgNqap","zeQZkL1MKw",1,0
"ljqEEeNOqx",2020-08-30,"kaDQ0wRqEv","0KPqjA456v",3,2
"Xj5YWgjGQb",2020-08-30,"WBLMvYAQxe","a2lqR4JMr0",4,4
"XVqKEpbaM0",2020-08-30,"pzeQZ6xQKw","Z2vQ1xlqrA",1,1
"p6qbkVPDQ0",2020-08-30,"mKAqBBmqbg","kRQand1MKZ",3,1
"e7MzkKzK5r",2020-08-30,"19vQ2095K6","a2lqRX2Mr0",1,1
"BLMvnAK3Mx",2020-08-29,"9z5k7Yg5A3","EKXMeX3Q64",4,1
"N6MmJdk05E",2020-08-29,"Vj58weDM8n","X0Oq66zq6D",3,1
"zeQZgG1DMK",2020-08-29,"NWMWlBK5lz","mvzqoLZQap",0,0
"4wM4mned5j",2020-08-29,"KAqBN0Vqbg","jYQJ8EW5GR",1,3
"raMy9JEAMd",2020-08-29,"APk5LGOMOW","kRQabn8MKZ",0,1
"xW5pB2Y9Qg",2020-08-26,"jYQJ8EW5GR","vzqoOgNqap",3,1
"9vQ2m6erqK",2020-08-26,"Z2vQ1xlqrA","YgOMngl5wN",2,5
"gjMNEzAvQK",2020-08-26,"APk5LGOMOW","lgpMOvnQzy",2,0
"KXMeLNKBQ6",2020-08-25,"X0Oq66zq6D","NWMWlBK5lz",3,0
"NPqxRZKjM9",2020-08-25,"9z5k7Yg5A3","a2lqRX2Mr0",1,0
"odMXBY10qY",2020-08-25,"EKXMeX3Q64","19vQ2095K6",1,2
"9YqdPLd8qv",2020-08-24,"Vj58weDM8n","mvzqoLZQap",1,0
"Vj58mk3mq8",2020-08-24,"WBLMvYAQxe","jYQJ19EqGR",0,3
"OlMll8kNML",2020-08-23,"pzeQZ6xQKw","a2lqR4JMr0",1,4
"a35rg0nGqL",2020-08-23,"zeQZkL1MKw","jYQJ8EW5GR",3,2
"2vQ1mGe0Qr",2020-08-22,"KAqBN0Vqbg","vzqoOgNqap",2,0
"eV5DEdROqK",2020-08-22,"eVq3ya6MWO","kaDQ0wRqEv",0,2
"Pk5LEb0mqO",2020-08-22,"kRQabn8MKZ","lgpMOvnQzy",1,0
"raMy9vK2Md",2020-08-22,"YgOMngl5wN","mKAqBBmqbg",0,0
"gjMNE4PBQK",2020-08-21,"kRQand1MKZ","Z2vQ1xlqrA",1,2
"Pk5LEaZNqO",2020-08-21,"NWMWlBK5lz","EKXMeX3Q64",0,0
"315Vw31bq9",2020-08-20,"mvzqoLZQap","X0Oq66zq6D",3,0
"7vQ7m9wz5D",2020-08-20,"19vQ2095K6","9z5k7Yg5A3",0,0
"EGMPEvYA5a",2020-08-20,"a2lqRX2Mr0","Vj58weDM8n",1,0
"EGMPEwOj5a",2020-08-19,"kRQabn8MKZ","lgpMOvnQzy",3,0
"wvq9mVBYqW",2020-08-17,"mKAqBBmqbg","vzqoOgNqap",0,0
"2lqREbln5r",2020-08-13,"mKAqBBmqbg","vzqoOgNqap",0,1
"eV5DEE8OqK",2020-08-12,"WBLMvYAQxe","jYQJ8EW5GR",2,1
"7vQ7mmRz5D",2020-08-07,"jYQJ8EW5GR","kRQand1MKZ",3,1
"raMy99N2Md",2020-08-06,"9z5k7Yg5A3","WBLMvYAQxe",1,2
"Pk5LEE3NqO",2020-08-02,"Vj58weDM8n","WBLMvYAQxe",1,3
"gjMNEEWBQK",2020-08-02,"0KPqjA456v","kRQand1MKZ",1,4
"EGMPEEGA5a",2020-07-31,"jYQJ8EW5GR","eVq3ya6MWO",1,1
"315Vww9bq9",2020-07-31,"9z5k7Yg5A3","Z2vQ1xlqrA",3,1
"9z5krrBgMA",2020-07-29,"WBLMvYAQxe","NWMWlBK5lz",1,1
"wvq9mmkYqW",2020-07-29,"mvzqoLZQap","kRQand1MKZ",1,1
"2lqREEOn5r",2020-07-28,"jYQJ19EqGR","eVq3ya6MWO",1,4
"gpMOEEg1qz",2020-07-28,"0KPqjA456v","a2lqR4JMr0",5,2
"gOMnwwGJ5w",2020-07-27,"Z2vQ1xlqrA","lgpMOvnQzy",0,0
"vzqo33YLqa",2020-07-27,"kRQabn8MKZ","Vj58weDM8n",1,3
"0Oq6mmo256",2020-07-26,"9z5k7Yg5A3","19vQ2095K6",1,0
"7VqGEEX3Mv",2020-07-26,"jYQJ8EW5GR","APk5LGOMOW",1,0
"xW5pBBbKQg",2020-07-24,"eVq3ya6MWO","WBLMvYAQxe",2,2
"KPqj11j856",2020-07-24,"kaDQ0wRqEv","YgOMngl5wN",1,1
"ljqEEyeYqx",2020-07-23,"X0Oq66zq6D","lgpMOvnQzy",0,2
"NPqxRRj8M9",2020-07-23,"pzeQZ6xQKw","kRQand1MKZ",2,2
"odMXBBpAqY",2020-07-23,"NWMWlBK5lz","a2lqRX2Mr0",2,0
"9YqdPPjRqv",2020-07-22,"a2lqR4JMr0","Z2vQ1xlqrA",0,2
"Vj58mmb2q8",2020-07-22,"APk5LGOMOW","EKXMeX3Q64",1,0
"OlMllljPML",2020-07-22,"KAqBN0Vqbg","mvzqoLZQap",0,1
"a35rggjeqL",2020-07-21,"kRQabn8MKZ","19vQ2095K6",0,0
"2vQ1mBd4Qr",2020-07-21,"9z5k7Yg5A3","jYQJ8EW5GR",1,1
"a35rgLBBqL",2020-07-20,"zeQZkL1MKw","Vj58weDM8n",0,1
"eV5DEEpRqK",2020-07-20,"jYQJ19EqGR","lgpMOvnQzy",3,0
"p6qbkrVaQ0",2020-07-20,"X0Oq66zq6D","0KPqjA456v",0,2
"gOMnwwze5w",2020-07-19,"eVq3ya6MWO","kaDQ0wRqEv",6,2
"gpMOEElyqz",2020-07-19,"WBLMvYAQxe","YgOMngl5wN",2,1
"7VqGEEPxMv",2020-07-18,"a2lqR4JMr0","kRQand1MKZ",0,0
"NWMWYYzNql",2020-07-18,"Z2vQ1xlqrA","pzeQZ6xQKw",3,2
"Oa5woo6g51",2020-07-18,"EKXMeX3Q64","19vQ2095K6",1,1
"KAqBEEoW5b",2020-07-17,"mvzqoLZQap","a2lqRX2Mr0",2,0
"9vQ2mmb7qK",2020-07-17,"APk5LGOMOW","kRQabn8MKZ",3,4
"Xj5YWWzlQb",2020-07-16,"KAqBN0Vqbg","NWMWlBK5lz",0,1
"aDQ0mmb2ME",2020-07-16,"lgpMOvnQzy","0KPqjA456v",3,4
"EGMPEEak5a",2020-07-15,"9z5k7Yg5A3","zeQZkL1MKw",2,1
"2vQ1mmbxQr",2020-07-15,"Vj58weDM8n","jYQJ8EW5GR",1,3
"XVqKE8pNM0",2020-07-14,"X0Oq66zq6D","jYQJ19EqGR",2,1
"315VwwpXq9",2020-07-14,"kaDQ0wRqEv","WBLMvYAQxe",1,2
"9z5krrjaMA",2020-07-14,"eVq3ya6MWO","YgOMngl5wN",3,3
"jYQJEEyGqG",2020-07-13,"kRQabn8MKZ","EKXMeX3Q64",2,2
"2lqREEe45r",2020-07-13,"a2lqR4JMr0","pzeQZ6xQKw",2,0
"vzqo33zpqa",2020-07-13,"Z2vQ1xlqrA","kRQand1MKZ",1,2
"0Oq6mmeP56",2020-07-12,"NWMWlBK5lz","mvzqoLZQap",0,4
"0x5gyyzmQ7",2020-07-12,"KAqBN0Vqbg","a2lqRX2Mr0",0,1
"eVq3mmlGMW",2020-07-11,"jYQJ19EqGR","0KPqjA456v",0,0
"e7Mzkkoj5r",2020-07-10,"APk5LGOMOW","19vQ2095K6",0,1
"ljqEEEkkqx",2020-07-09,"Vj58weDM8n","9z5k7Yg5A3",0,1
"XVqKEE7BM0",2020-07-09,"jYQJ8EW5GR","zeQZkL1MKw",2,1
"7vQ7E8AE5D",2020-03-09,"eVq3ya6MWO","9z5k7Yg5A3",3,3
"raMyaXDkMd",2020-03-08,"WBLMvYAQxe","vzqoOgNqap",1,0
"gjMNxXNkqK",2020-03-08,"jYQJ19EqGR","mvzqoLZQap",1,1
"vzqoDpmjQa",2020-03-08,"kaDQ0wRqEv","lgpMOvnQzy",0,1
"gOMn7jmm5w",2020-03-08,"pzeQZ6xQKw","jYQJ8EW5GR",2,1
"gpMOYJmnqz",2020-03-08,"Z2vQ1xlqrA","YgOMngl5wN",4,0
"Pk5LxlPL5O",2020-03-08,"0KPqjA456v","kRQand1MKZ",2,5
"0Oq6ANKX56",2020-03-08,"KAqBN0Vqbg","NWMWlBK5lz",2,1
"7VqGvAKe5v",2020-03-07,"kRQabn8MKZ","Vj58weDM8n",1,0
"EGMPxj74Ma",2020-03-07,"EKXMeX3Q64","zeQZkL1MKw",2,1
"315VxJdEQ9",2020-03-07,"mKAqBBmqbg","APk5LGOMOW",2,2
"0x5g98mrQ7",2020-03-07,"a2lqR4JMr0","a2lqRX2Mr0",1,1
"NWMWxOm75l",2020-03-07,"19vQ2095K6","X0Oq66zq6D",1,1
"KAqBAxKJ5b",2020-03-02,"WBLMvYAQxe","kRQand1MKZ",1,3
"eVq3AVK6MW",2020-03-01,"eVq3ya6MWO","zeQZkL1MKw",1,0
"Oa5waEBjQ1",2020-03-01,"jYQJ19EqGR","X0Oq66zq6D",2,1
"jYQJAvKyqG",2020-03-01,"a2lqRX2Mr0","NWMWlBK5lz",3,2
"2lqRxBm0Mr",2020-03-01,"mvzqoLZQap","Vj58weDM8n",1,0
"vzqoDpmkQa",2020-03-01,"lgpMOvnQzy","Z2vQ1xlqrA",1,3
"7VqGvA9j5v",2020-03-01,"vzqoOgNqap","KAqBN0Vqbg",1,2
"gOMn7jmX5w",2020-02-29,"jYQJ8EW5GR","a2lqR4JMr0",0,0
"gpMOYJmEqz",2020-02-29,"mKAqBBmqbg","9z5k7Yg5A3",2,0
"0Oq6ANKA56",2020-02-29,"0KPqjA456v","kRQabn8MKZ",2,2
"7VqGvAK65v",2020-02-29,"YgOMngl5wN","kaDQ0wRqEv",1,1
"0x5g98mZQ7",2020-02-29,"APk5LGOMOW","19vQ2095K6",2,1
"NWMWxOmK5l",2020-02-29,"EKXMeX3Q64","pzeQZ6xQKw",1,2
"9YqdnBakMv",2019-11-10,"jYQJ19EqGR","kRQabn8MKZ",3,1
"Vj58AxyEq8",2019-10-31,"KAqBN0Vqbg","kRQabn8MKZ",1,2
"OlMlNR9wqL",2019-10-30,"eVq3ya6MWO","jYQJ19EqGR",1,3
"2vQ1ArNGQr",2019-10-25,"eVq3ya6MWO","kaDQ0wRqEv",5,3
"a35raNK4ML",2019-10-25,"KAqBN0Vqbg","9z5k7Yg5A3",2,0
"7vQ7E2rL5D",2019-10-24,"jYQJ19EqGR","a2lqR4JMr0",2,0
"eV5DbGLYQK",2019-10-23,"Vj58weDM8n","kRQabn8MKZ",1,2
"raMya8ABMd",2019-10-21,"kRQand1MKZ","kaDQ0wRqEv",1,2
"gjMNxLRKqK",2019-10-20,"9z5k7Yg5A3","a2lqRX2Mr0",4,3
"Pk5LxVgG5O",2019-10-20,"a2lqR4JMr0","WBLMvYAQxe",2,1
"9z5kLo7eqA",2019-10-19,"kRQabn8MKZ","EKXMeX3Q64",5,1
"EGMPxynyMa",2019-10-19,"jYQJ19EqGR","mKAqBBmqbg",4,3
"315Vx8XvQ9",2019-10-19,"KAqBN0Vqbg","19vQ2095K6",1,0
"0Oq61YWx56",2019-10-06,"EKXMeX3Q64","NWMWlBK5lz",0,0
"0x5gVb1PM7",2019-10-06,"KAqBN0Vqbg","19vQ2095K6",3,1
"2lqRYXzJ5r",2019-10-06,"jYQJ8EW5GR","X0Oq66zq6D",2,5
"315VjBbn59",2019-10-06,"jYQJ19EqGR","kRQand1MKZ",1,0
"7VqGa1zjMv",2019-10-06,"mKAqBBmqbg","Z2vQ1xlqrA",6,0
"9z5k0dZdqA",2019-10-06,"WBLMvYAQxe","0KPqjA456v",3,1
"EGMPDXb6Ma",2019-10-06,"kRQabn8MKZ","mvzqoLZQap",1,0
"gOMnKJZl5w",2019-10-06,"eVq3ya6MWO","pzeQZ6xQKw",3,1
"gpMO2XbrQz",2019-10-06,"YgOMngl5wN","kaDQ0wRqEv",4,2
"Pk5LYX8YqO",2019-10-06,"lgpMOvnQzy","a2lqR4JMr0",0,1
"vzqobwZJ5a",2019-10-06,"APk5LGOMOW","a2lqRX2Mr0",3,0
"wvq9YE6BqW",2019-10-06,"9z5k7Yg5A3","Vj58weDM8n",1,2
"eVq31Z4VMW",2019-09-29,"kRQand1MKZ","eVq3ya6MWO",1,1
"jYQJdXRk5G",2019-09-29,"Z2vQ1xlqrA","WBLMvYAQxe",2,2
"KAqB2zYBqb",2019-09-29,"a2lqR4JMr0","YgOMngl5wN",2,1
"NWMWDWbE5l",2019-09-29,"0KPqjA456v","jYQJ19EqGR",0,1
"Oa5wvDW4M1",2019-09-29,"kaDQ0wRqEv","lgpMOvnQzy",3,4
"Xj5YDYJRMb",2019-09-29,"pzeQZ6xQKw","mKAqBBmqbg",3,0
"BLMvvOBWMx",2019-09-29,"X0Oq66zq6D","kRQabn8MKZ",2,2
"e7Mzv76GMr",2019-09-29,"19vQ2095K6","Vj58weDM8n",2,0
"ljqEzaG4Qx",2019-09-29,"APk5LGOMOW","KAqBN0Vqbg",1,1
"N6MmAa6xME",2019-09-29,"a2lqRX2Mr0","EKXMeX3Q64",0,0
"p6qbZ1nwq0",2019-09-29,"mvzqoLZQap","9z5k7Yg5A3",2,0
"XVqKlv90Q0",2019-09-29,"NWMWlBK5lz","jYQJ8EW5GR",1,1
"xW5p03oJ5g",2019-09-26,"0KPqjA456v","9z5k7Yg5A3",1,2
"kRQaV8OjMK",2019-09-26,"eVq3ya6MWO","YgOMngl5wN",3,1
"zeQZZ6wrQK",2019-09-26,"WBLMvYAQxe","19vQ2095K6",2,2
"KPqj0aWYM6",2019-09-26,"a2lqR4JMr0","kaDQ0wRqEv",1,2
"4JMAmZ31MK",2019-09-26,"kRQand1MKZ","Z2vQ1xlqrA",2,1
"4wM41rVN5j",2019-09-25,"Vj58weDM8n","KAqBN0Vqbg",4,1
"9vQ21EpmqK",2019-09-23,"EKXMeX3Q64","jYQJ19EqGR",2,0
"NPqxvYgXM9",2019-09-22,"a2lqRX2Mr0","9z5k7Yg5A3",2,0
"aDQ04Y83QE",2019-09-22,"mKAqBBmqbg","Vj58weDM8n",1,1
"odMXlgZxMY",2019-09-22,"WBLMvYAQxe","kRQand1MKZ",0,0
"OlMlbdGDqL",2019-09-22,"kaDQ0wRqEv","APk5LGOMOW",2,1
"Vj582jZLQ8",2019-09-22,"eVq3ya6MWO","kRQabn8MKZ",1,1
"2vQ1Ex8OQr",2019-09-22,"YgOMngl5wN","jYQJ8EW5GR",2,1
"a35rzW925L",2019-09-22,"Z2vQ1xlqrA","pzeQZ6xQKw",2,3
"9YqdA9REQv",2019-09-21,"19vQ2095K6","a2lqR4JMr0",0,0
"eV5DZXgnQK",2019-09-21,"NWMWlBK5lz","X0Oq66zq6D",0,0
"KXMeVd9P56",2019-09-21,"lgpMOvnQzy","mvzqoLZQap",1,1
"7vQ7ZlNGqD",2019-09-21,"KAqBN0Vqbg","0KPqjA456v",3,1
"gjMNlYDDqK",2019-09-19,"WBLMvYAQxe","a2lqRX2Mr0",0,2
"raMyz7Gd5d",2019-09-19,"jYQJ19EqGR","mKAqBBmqbg",0,0
"Pk5LYXyYqO",2019-09-18,"NWMWlBK5lz","KAqBN0Vqbg",0,2
"EGMPDX26Ma",2019-09-16,"kaDQ0wRqEv","Z2vQ1xlqrA",7,2
"2lqRYXrJ5r",2019-09-15,"jYQJ19EqGR","a2lqRX2Mr0",4,2
"9z5k0dgdqA",2019-09-15,"kRQand1MKZ","a2lqR4JMr0",3,1
"wvq9YExBqW",2019-09-15,"kRQabn8MKZ","pzeQZ6xQKw",3,2
"315VjBln59",2019-09-15,"WBLMvYAQxe","EKXMeX3Q64",0,1
"vzqobwnJ5a",2019-09-15,"lgpMOvnQzy","YgOMngl5wN",2,1
"7VqGa1OjMv",2019-09-14,"APk5LGOMOW","NWMWlBK5lz",0,1
"gOMnKJOl5w",2019-09-14,"9z5k7Yg5A3","eVq3ya6MWO",1,1
"gpMO2X8rQz",2019-09-14,"jYQJ8EW5GR","19vQ2095K6",3,3
"NWMWDWyE5l",2019-09-14,"KAqBN0Vqbg","mvzqoLZQap",1,3
"0x5gVbwPM7",2019-09-14,"X0Oq66zq6D","mKAqBBmqbg",4,0
"0Oq61Ypx56",2019-09-14,"Vj58weDM8n","0KPqjA456v",2,1
"eVq31Z1VMW",2019-09-12,"a2lqR4JMr0","0KPqjA456v",1,0
"KAqB2z2Bqb",2019-09-12,"pzeQZ6xQKw","kaDQ0wRqEv",2,1
"Oa5wvDv4M1",2019-09-12,"YgOMngl5wN","kRQand1MKZ",2,0
"jYQJdXdk5G",2019-09-11,"Vj58weDM8n","kRQabn8MKZ",1,1
"2lqRYXYW5r",2019-09-08,"WBLMvYAQxe","Z2vQ1xlqrA",2,1
"aDQ04YypQE",2019-09-08,"pzeQZ6xQKw","jYQJ19EqGR",2,0
"gpMO2X2nQz",2019-09-07,"NWMWlBK5lz","kRQabn8MKZ",1,5
"vzqobwbj5a",2019-09-07,"jYQJ8EW5GR","eVq3ya6MWO",2,2
"gOMnKJKm5w",2019-09-07,"Vj58weDM8n","19vQ2095K6",2,1
"Xj5YDYD0Mb",2019-09-02,"eVq3ya6MWO","kRQand1MKZ",0,2
"0Oq61Y1X56",2019-09-01,"jYQJ19EqGR","kaDQ0wRqEv",4,3
"0x5gVbVrM7",2019-09-01,"0KPqjA456v","jYQJ8EW5GR",3,0
"NWMWDWD75l",2019-09-01,"WBLMvYAQxe","a2lqR4JMr0",1,0
"7VqGa1aeMv",2019-09-01,"lgpMOvnQzy","Vj58weDM8n",1,3
"N6MmAaARME",2019-09-01,"Z2vQ1xlqrA","YgOMngl5wN",1,0
"e7Mzv7vXMr",2019-09-01,"mKAqBBmqbg","NWMWlBK5lz",3,1
"jYQJdXdy5G",2019-08-31,"APk5LGOMOW","EKXMeX3Q64",0,3
"KAqB2z2Jqb",2019-08-31,"9z5k7Yg5A3","KAqBN0Vqbg",3,1
"ljqEzazEQx",2019-08-31,"mvzqoLZQap","X0Oq66zq6D",1,1
"Oa5wvDvjM1",2019-08-31,"19vQ2095K6","kRQabn8MKZ",1,1
"eVq31Z16MW",2019-08-31,"a2lqRX2Mr0","pzeQZ6xQKw",0,2
"p6qbZ1Z6q0",2019-08-29,"APk5LGOMOW","lgpMOvnQzy",2,1
"9z5k0dVlqA",2019-08-26,"eVq3ya6MWO","kaDQ0wRqEv",3,3
"eVq31Zd6MW",2019-08-26,"mKAqBBmqbg","YgOMngl5wN",5,1
"2lqRYXnW5r",2019-08-25,"NWMWlBK5lz","mvzqoLZQap",1,3
"0Oq61YdX56",2019-08-25,"0KPqjA456v","lgpMOvnQzy",3,1
"7VqGa17eMv",2019-08-25,"a2lqR4JMr0","pzeQZ6xQKw",2,0
"0x5gVbOrM7",2019-08-24,"9z5k7Yg5A3","EKXMeX3Q64",3,1
"gOMnKJVm5w",2019-08-24,"kRQabn8MKZ","APk5LGOMOW",2,1
"KAqB2zmJqb",2019-08-24,"19vQ2095K6","X0Oq66zq6D",2,1
"NWMWDW275l",2019-08-24,"Vj58weDM8n","a2lqRX2Mr0",2,1
"Oa5wvDbjM1",2019-08-24,"WBLMvYAQxe","jYQJ19EqGR",1,2
"jYQJdXwy5G",2019-08-24,"jYQJ8EW5GR","KAqBN0Vqbg",0,1
"Xj5YDYE0Mb",2019-08-23,"Z2vQ1xlqrA","kRQand1MKZ",1,0
"e7Mzv7bXMr",2019-08-22,"eVq3ya6MWO","0KPqjA456v",4,0
"ljqEza7EQx",2019-08-22,"EKXMeX3Q64","a2lqRX2Mr0",1,2
"N6MmAaVRME",2019-08-21,"Vj58weDM8n","mvzqoLZQap",1,0
"BLMvvOvRMx",2019-08-19,"WBLMvYAQxe","KAqBN0Vqbg",0,2
"4JMAmZm6MK",2019-08-18,"a2lqR4JMr0","eVq3ya6MWO",0,2
"4wM41r1z5j",2019-08-18,"lgpMOvnQzy","EKXMeX3Q64",1,0
"KPqj0a0yM6",2019-08-18,"kaDQ0wRqEv","jYQJ19EqGR",2,2
"NPqxvYvgM9",2019-08-18,"YgOMngl5wN","pzeQZ6xQKw",2,2
"aDQ04Y4pQE",2019-08-18,"Z2vQ1xlqrA","0KPqjA456v",2,1
"KXMeVdVx56",2019-08-18,"X0Oq66zq6D","9z5k7Yg5A3",2,0
"zeQZZ6ZKQK",2019-08-18,"kRQand1MKZ","jYQJ8EW5GR",1,1
"9vQ21E11qK",2019-08-17,"mvzqoLZQap","kRQabn8MKZ",2,2
"odMXlgl2MY",2019-08-17,"NWMWlBK5lz","Vj58weDM8n",1,4
"xW5p030l5g",2019-08-17,"APk5LGOMOW","mKAqBBmqbg",3,3
"kRQaV8VgMK",2019-08-17,"a2lqRX2Mr0","19vQ2095K6",1,1
"Vj582j23Q8",2019-08-15,"WBLMvYAQxe","X0Oq66zq6D",3,2
