"Date","team_id","team_abbr","Dribbling_Field","Fouling_Field","Interrupting_Field","Passing_Field","Receiving_Field","Shooting_Field","Claiming_GK","Fielding_GK","Handling_GK","Passing_GK","Shotstopping_GK","Sweeping_GK","offensive_gplus","team_xgoals","opposition_team_id","opposition_team_abbr"
2015-06-13,"mvzqoLZQap","CLB",-0.2231,0.0263,-0.4558,0.2031,0.1993,-0.0841,0.0021,0.0086,0.1106,0.0359,0.0012,-0.0035,0.1311,1.084,"kaDQ0wRqEv","LAG"
2015-06-13,"Vj58weDM8n","NYC",0.4801,-0.0172,0.1724,-0.199,-0.1743,0.0637,0.0021,0.0075,-0.0071,0.0338,-0.4515,-2e-04,0.2043,1.5337,"APk5LGOMOW","MTL"
2015-06-13,"X0Oq66zq6D","CHI",-0.4522,-0.0371,-0.0388,0.411,0.099,-0.17,0.0267,0.0044,-0.0594,-0.01,-0.5518,-0.0011,-0.1222,1.1401,"19vQ2095K6","NER"
2015-06-14,"EKXMeX3Q64","DCU",-0.0696,-0.2588,-0.122,0.0851,-0.5237,-0.2611,0.0083,0.0058,-0.1149,-0.0207,0.5099,0.0126,-0.79,0.3225,"jYQJ8EW5GR","ORL"
2015-06-14,"jYQJ19EqGR","SEA",-0.423,0.0326,0.3533,-0.102,-0.2466,-0.1732,0.0042,0.0031,0.0495,0.0506,0.8434,-2e-04,-0.8942,0.8982,"mKAqBBmqbg","FCD"
2015-06-14,"jYQJ8EW5GR","ORL",-0.1969,0.2079,0.3881,-0.3301,-0.316,-0.0899,0.0021,0.0112,0.0298,0.0237,0.083,0.0724,-0.9092,1.6851,"EKXMeX3Q64","DCU"
2015-06-14,"mKAqBBmqbg","FCD",0.0135,-0.0547,0.1404,-0.2564,0.1515,-0.1253,0.0079,0.0149,0.0023,-0.0121,-1.5883,-0.0011,-0.2288,1.0687,"jYQJ19EqGR","SEA"
2015-06-20,"0KPqjA456v","SJE",0.3261,-0.0641,-0.1766,-0.0897,-0.5216,0.0052,0.0089,0.0142,0.0351,-0.0061,0.8412,0.0098,-0.2861,0.9045,"jYQJ19EqGR","SEA"
2015-06-20,"a2lqRX2Mr0","NYRB",-0.3689,0.306,-0.0967,-0.0067,-0.0281,-0.132,0.0021,0.0061,-0.0193,0.0211,-0.5064,-4e-04,-0.5146,1.7734,"lgpMOvnQzy","VAN"
2015-06-20,"jYQJ19EqGR","SEA",0.3885,0.0332,-0.3717,-0.4259,-0.2144,-0.1181,0.0037,0.0029,-0.0337,-0.027,-0.5801,0.0017,-0.3969,0.6283,"0KPqjA456v","SJE"
2015-06-20,"kRQabn8MKZ","TOR",-0.6363,-0.1494,-0.3662,0.6033,0.2305,-0.0234,0.0021,0.0062,-0.0068,-0.0275,-3e-04,-0.0028,0.1466,1.1771,"Vj58weDM8n","NYC"
2015-06-20,"lgpMOvnQzy","VAN",-0.1238,-0.5752,-0.0175,-0.0893,-0.1758,-0.1035,0.0112,0.0092,-0.0157,-0.0263,1.2354,0.0596,-0.5187,0.9278,"a2lqRX2Mr0","NYRB"
2015-06-20,"mKAqBBmqbg","FCD",0.1607,-0.0575,-0.3659,-0.827,-0.3301,-0.1152,0.0211,0.016,0.0542,0.0217,-0.251,-0.0021,-1.0899,0.4569,"pzeQZ6xQKw","COL"
2015-06-20,"pzeQZ6xQKw","COL",0.2773,0.0416,-0.6408,-0.1249,-0.176,-0.0691,0.0021,0.004,-0.0341,0.0266,0.0832,-0.0117,-0.0661,1.4164,"mKAqBBmqbg","FCD"
2015-06-20,"Vj58weDM8n","NYC",0.3495,0.1523,0.7867,-0.1433,-0.4228,-0.1579,0.0026,0.0044,-0.0056,-0.0288,0.9707,0.0356,-0.4033,1.7456,"kRQabn8MKZ","TOR"
2015-06-21,"19vQ2095K6","NER",0.1406,-0.0579,-0.0805,-0.00310000000000002,0.2771,-0.0133,-0.2064,0.0065,-0.0836,0.0449,0.4629,0.0343,0.4462,1.2913,"EKXMeX3Q64","DCU"
2015-06-21,"9z5k7Yg5A3","PHI",-0.1168,-0.0383,0.0343,0.0935,0.1244,-0.056,0.002,0.0054,0.0659,-0.0355,-1.213,0.0029,0.00960000000000004,1.1249,"kaDQ0wRqEv","LAG"
2015-06-21,"APk5LGOMOW","MTL",-0.0308,0.0441,0.4512,0.0352,-0.1375,0.0238,-0.1854,0.0042,0.0528,-0.0168,0.3077,-0.0011,-0.1261,1.346,"jYQJ8EW5GR","ORL"
2015-06-21,"EKXMeX3Q64","DCU",-0.0041,0.0828,-0.0917,-0.0245,-0.2077,-0.0933,0.0033,0.0153,0.0481,0.1011,0.3634,0.0706,-0.2285,1.9558,"19vQ2095K6","NER"
2015-06-21,"jYQJ8EW5GR","ORL",-0.341,-0.0443,0.1482,0.2787,0.1782,-0.1893,0.0021,0.0133,0.0204,0.0159,-0.2363,0.0028,-0.0575,1.1247,"APk5LGOMOW","MTL"
2015-06-21,"kaDQ0wRqEv","LAG",0.394,0.0342,0.2576,0.1724,-0.2019,0.2036,0.0127,0.0023,-0.065,-0.0143,0.5103,0.0771,0.5538,2.3284,"9z5k7Yg5A3","PHI"
2015-06-21,"WBLMvYAQxe","POR",-0.3145,0.3088,-0.0597,-0.1639,-0.1177,-0.2398,0.0036,0.0093,0.013,-0.009,0.112,-0.0011,-0.8449,0.9282,"YgOMngl5wN","HOU"
2015-06-21,"YgOMngl5wN","HOU",-0.1084,-0.3104,-0.0965,-0.1198,-0.2184,-0.1442,0.0036,0.005,0.0023,0.0161,-0.8186,-0.0043,-0.5747,0.7502,"WBLMvYAQxe","POR"
2015-06-22,"a2lqR4JMr0","RSL",0.6078,-0.0069,0.1649,-0.1647,-0.0669,0.0898,-0.0038,0.0074,-0.1346,0.0343,0.217,-0.0042,0.5003,1.754,"Z2vQ1xlqrA","SKC"
2015-06-22,"Z2vQ1xlqrA","SKC",-0.4021,0.0081,0.1352,-0.0383,0.0754,-0.0315,0.0666,0.0057,0.0446,-0.0211,-0.1522,0.0026,-0.4176,0.7918,"a2lqR4JMr0","RSL"
2015-06-24,"19vQ2095K6","NER",-0.0805,-0.0016,0.2247,-0.3726,-0.0334,-0.0985,0.0226,0.0082,-0.0845,0.0138,-0.4076,0.0141,-0.5712,0.7504,"mvzqoLZQap","CLB"
2015-06-24,"9z5k7Yg5A3","PHI",-0.2262,0.1591,0.2273,0.3248,0.0672,-0.0837,9e-04,0.0095,-0.0643,-0.0037,0.1044,-0.0011,0.0784,1.9155,"jYQJ19EqGR","SEA"
2015-06-24,"jYQJ19EqGR","SEA",-0.1189,-0.2202,0.1977,-0.1044,-0.2919,-0.2001,-0.2673,0.0062,0.0436,-0.015,0.7679,0.0247,-0.7303,0.4661,"9z5k7Yg5A3","PHI"
2015-06-24,"jYQJ8EW5GR","ORL",0.1711,-0.0332,0.1617,0.1858,0.1813,0.3095,0.0167,0.009,0.0256,0.0226,0.567,-0.0064,0.8703,2.6839,"pzeQZ6xQKw","COL"
2015-06-24,"mvzqoLZQap","CLB",-0.1436,-0.0074,-0.0799,0.0265,0.3009,-0.0125,0.0022,0.007,0.0331,0.0362,-0.5483,0.0184,0.2075,1.4481,"19vQ2095K6","NER"
2015-06-24,"pzeQZ6xQKw","COL",0.2862,0.0201,0.1886,-0.3042,-0.3553,-0.1224,0.0335,0.0028,0.0458,-0.0208,0.1679,-0.0137,-0.5165,0.6268,"jYQJ8EW5GR","ORL"
2015-06-25,"a2lqR4JMr0","RSL",-0.3301,-0.0341,-0.1474,-0.252,-0.2208,-0.19,-0.1161,0.0079,-0.0559,-0.0172,2.1978,-0.0026,-1.0101,0.3665,"a2lqRX2Mr0","NYRB"
2015-06-25,"a2lqRX2Mr0","NYRB",0.5104,0.0298,-0.201,-0.285,0.2974,0.2831,0.0043,0.006,0.0724,0.0063,0.6514,-0.0011,0.8122,3.0028,"a2lqR4JMr0","RSL"
2015-06-25,"APk5LGOMOW","MTL",0.0858,-0.3364,1.0611,-0.0538,-0.1375,-0.1153,0.0231,0.0062,0.0351,-0.0164,-0.8977,-0.0011,-0.2372,1.0355,"kRQabn8MKZ","TOR"
2015-06-25,"EKXMeX3Q64","DCU",0.2213,-0.0105,-0.6843,-0.1975,-0.4022,-0.1717,0.0021,0.017,0.0209,0.0347,0.0407,0.0264,-0.5154,0.8135,"X0Oq66zq6D","CHI"
2015-06-25,"kaDQ0wRqEv","LAG",0.1476,0.2346,0.0562,0.2251,-0.3328,-0.0207,0.0468,0.0079,0.0103,-0.0051,0.0415,-0.0037,0.0141,2.2571,"WBLMvYAQxe","POR"
2015-06-25,"kRQabn8MKZ","TOR",-0.401,0.3291,-0.0886,0.2512,0.4038,0.1114,0.0206,-0.0081,0.0625,-0.0063,-0.4516,0.0198,0.3591,1.8548,"APk5LGOMOW","MTL"
2015-06-25,"WBLMvYAQxe","POR",0.1467,-0.298,-0.4324,-0.3915,-0.2491,-0.1269,0.0029,0.0033,-0.0741,-0.0215,-2.223,0.0125,-0.6423,0.9097,"kaDQ0wRqEv","LAG"
2015-06-25,"X0Oq66zq6D","CHI",0.1659,-0.0279,-0.2188,-0.0726,-0.4196,-0.1811,0.0111,0.0016,0.038,0.0428,0.338,-0.0064,-0.4646,0.4394,"EKXMeX3Q64","DCU"
2015-06-27,"19vQ2095K6","NER",-0.2586,-0.0386,-0.0856,0.1107,-0.0658,-0.0882,0.0133,0.0014,0.0026,-0.011,0.0706,0.0374,-0.3129,1.4561,"lgpMOvnQzy","VAN"
2015-06-27,"9z5k7Yg5A3","PHI",-0.02,0.0107,-0.0734,-0.274,-0.2769,-0.1008,0.0021,0.0012,0.0166,-0.0323,-0.5069,-0.0011,-0.704,0.9904,"APk5LGOMOW","MTL"
2015-06-27,"APk5LGOMOW","MTL",0.0065,-0.021498721,-0.0247,-0.1684,-0.4123,-0.1748,0.0191,0.0067,0.0017,0.0072,-0.4686,-0.0054,-0.7418,0.4422,"9z5k7Yg5A3","PHI"
2015-06-27,"EKXMeX3Q64","DCU",-0.2716,-0.0334,0.6964,0.0657,-0.2152,-0.2713,0.0069,0.0059,0.0194,-0.0245,0.7039,-0.0011,-0.7169,0.4164,"kRQabn8MKZ","TOR"
2015-06-27,"kRQabn8MKZ","TOR",0.2,0.0483,-0.1119,0.2441,0.0111,0.0367,0.0333,0.0035,0.0322,0.0021,1.5484,0.1429,0.494,1.3848,"EKXMeX3Q64","DCU"
2015-06-27,"lgpMOvnQzy","VAN",0.1516,0.1806,0.0459,-0.1171,-0.4182,-0.103,0.0022,0.0158,0.0088,0.0125,0.7537,-0.187,-0.4742,1.9637,"19vQ2095K6","NER"
2015-06-27,"mKAqBBmqbg","FCD",0.372,-0.0607,-0.0143,-0.1977,-0.269,-0.0338,0.0048,5e-04,0.0424,0.0357,0.3893,-0.0011,-0.0928,1.094,"YgOMngl5wN","HOU"
2015-06-27,"YgOMngl5wN","HOU",-0.0958,0.02,-0.1857,-0.0424,-0.3331,-0.1527,0.0381,0.0049,0.0067,-0.0102,0.4199,0.0108,-0.6342,1.0157,"mKAqBBmqbg","FCD"
2015-06-28,"0KPqjA456v","SJE",0.1117,-0.0495,0.1184,0.0148,-0.2514,-0.1054,0.0021,0.0064,0.0757,0.0074,-0.2334,-0.0078,-0.2229,1.0268,"kaDQ0wRqEv","LAG"
2015-06-28,"a2lqR4JMr0","RSL",0.1875,0.0159,0.0323,0.1921,0.564,0.0462,-0.018,0.0119,0.0169,0.0273,-0.5364,0.0912,1.0171,2.4675,"mvzqoLZQap","CLB"
2015-06-28,"a2lqRX2Mr0","NYRB",0.0919,-0.0224,-0.1752,0.0709919925,0.6234,0.1437,0.0021,0.0058,0.0556,0.0012,0.2455,0.013,0.9311919925,2.451,"Vj58weDM8n","NYC"
2015-06-28,"jYQJ19EqGR","SEA",-0.0298,-0.0955,0.6092,-0.1764,-0.2643,-0.212,0.005,0.0057,-0.1186,0.0218,0.125,-0.0011,-0.6607,0.5721,"WBLMvYAQxe","POR"
2015-06-28,"kaDQ0wRqEv","LAG",-0.0202,0.0045,-0.0947,-0.0307,-0.2943,-0.1524,0.0788,0.007,-0.1243,-0.0182,-1.2982,0.0701,-0.5158,0.6741,"0KPqjA456v","SJE"
2015-06-28,"mvzqoLZQap","CLB",-0.0252,-0.0436,-0.0111,0.1499,0.4815,-0.1827,0.0021,0.0057,-0.0087,0.0368,-0.323,0.0162,0.4603,1.3841,"a2lqR4JMr0","RSL"
2015-06-28,"pzeQZ6xQKw","COL",-0.248,-0.0561,-0.0629,-0.2009,-0.3041,-0.194,-0.0071,0.0515,0.0452,-0.0091,0.0384,-0.0011,-0.9561,0.3087,"Z2vQ1xlqrA","SKC"
2015-06-28,"Vj58weDM8n","NYC",-0.2811,0.0314,0.1809,-0.37,-0.3036,0.000803411500000001,0.0545,0.006,-0.0203,0.0155,-0.503,0.0209,-0.9383965885,0.8387,"a2lqRX2Mr0","NYRB"
2015-06-28,"WBLMvYAQxe","POR",0.1858,0.0643,-0.2335,0.0976,0.106,0.2034,0.0483,0.0048,0.0023,0.0172,-0.2784,-0.0011,0.61,2.221,"jYQJ19EqGR","SEA"
2015-06-28,"Z2vQ1xlqrA","SKC",-0.04759945959,0.0816,-0.202,-0.1482,-0.1996,-0.1125,0.0067,0.0036,0.0625,-0.0243,0.2821,-0.0061,-0.53219945959,0.5963,"pzeQZ6xQKw","COL"
2015-07-04,"a2lqRX2Mr0","NYRB",-0.1806,0.0283,-0.128,-0.0074,0.000399999999999995,-0.1199,0.0157,0.0104,0.0661,-0.0136,0.3806,0.0213,-0.3211,0.7208,"mvzqoLZQap","CLB"
2015-07-04,"EKXMeX3Q64","DCU",0.0549,0.0544,0.1918,-0.1527,-0.4543,0.0108,0.0026,0.006,0.0429,-0.0127,0.2797,-0.0053,-0.554,0.6143,"jYQJ19EqGR","SEA"
2015-07-04,"jYQJ19EqGR","SEA",-0.161,-0.063,-0.3811,0.425,-0.0173,-0.041,-0.056,0.0047,-0.02,-0.0299,0.2395,3e-04,0.1758,1.1096,"EKXMeX3Q64","DCU"
2015-07-04,"mvzqoLZQap","CLB",-0.0846,-0.0564,-0.1039,0.3347,0.6044,0.1985,0.0337,0.0076,-0.0297,-0.0126,0.2762,0.0103,1.0404,2.3192,"a2lqRX2Mr0","NYRB"
2015-07-04,"X0Oq66zq6D","CHI",0.0227,-0.1099,-0.4759,-0.0802,-0.4995,-0.1176,0.0021,0.0121,-0.0262,0.0114,0.2085,-0.6418,-0.6632,0.6576,"YgOMngl5wN","HOU"
2015-07-04,"YgOMngl5wN","HOU",0.0476,0.0853,-0.2324,-0.052,-0.3975,-0.1378,-0.0237,0.0143,0.0056,0.0055,-0.1463,-0.0084,-0.5342,1.7579,"X0Oq66zq6D","CHI"
2015-07-05,"19vQ2095K6","NER",-0.3107,-0.0485,-0.4298,-0.1864,-0.3067,-0.1605,0.0014,0.0103,-0.0792,0.0217,-1.2439,0.0049,-0.9426,0.4553,"mKAqBBmqbg","FCD"
2015-07-05,"a2lqR4JMr0","RSL",0.1662,0.0343,-0.2568,0.1661,-0.1585,0.2148,0.0011,0.0072,0.0486,-0.0582,0.6002,0.0201,0.3304,1.3203,"jYQJ8EW5GR","ORL"
2015-07-05,"APk5LGOMOW","MTL",0.4312,0.2767,-0.3098,-0.1041,-0.0644,0.1801,0.0021,0.0041,0.0112,0.001,-1.0897,0.0216,0.4438,2.5431,"Vj58weDM8n","NYC"
2015-07-05,"jYQJ8EW5GR","ORL",-0.2853,-0.0238,0.3204,0.0362,0.066,-0.0722,0.0056,0.0051,0.0689,-0.02,1.672,0.0366,-0.2753,1.1947,"a2lqR4JMr0","RSL"
2015-07-05,"kaDQ0wRqEv","LAG",0.0371,0.1581,-0.0508,0.1089,-0.1537,-0.002,-0.232,0.0081,0.0375,0.0176,0.7252,0.0245,0.00790000000000001,2.0994,"kRQabn8MKZ","TOR"
2015-07-05,"kRQabn8MKZ","TOR",0.8004,-0.1468,0.3163,-0.4944,-0.3554,-0.0672,0.0021,0.0064,0.0464,-0.0248,-1.3124,3.717e-06,-0.1414,1.2583,"kaDQ0wRqEv","LAG"
2015-07-05,"lgpMOvnQzy","VAN",-0.0441,-0.0434,0.1162,0.1113,0.0323,-0.131,0.0021,0.0013,-0.0664,0.0049,-0.5589,-0.0194,-0.0266,1.2092,"pzeQZ6xQKw","COL"
2015-07-05,"mKAqBBmqbg","FCD",0.0024,0.00479999999999999,0.2564,-0.1055,-0.3541,-0.055,0.0162,0.0051,0.0177,0.0121,0.6398,-0.0203,-0.5001,1.1934,"19vQ2095K6","NER"
2015-07-05,"pzeQZ6xQKw","COL",0.1672,0.0373,-0.2359,-0.1901,-0.1505,0.0353,0.0021,0.0066,-0.0062,-0.0041,-0.1662,-0.0146,-0.1422,0.8421,"lgpMOvnQzy","VAN"
2015-07-05,"Vj58weDM8n","NYC",-0.1066,-0.2866,0.3107,-0.2174,-0.5623,-0.1793,-0.0641,0.0116,-0.0135,-0.0261,1.1958,0.0047,-1.0917,0.3089,"APk5LGOMOW","MTL"
2015-07-06,"0KPqjA456v","SJE",-0.0173,-0.0626916497,-0.0923,-0.3093,-0.3481,-0.0424,0.0034,0.0055,0.0635,0.0448,-0.1579,0.0175,-0.6723,0.7902,"WBLMvYAQxe","POR"
2015-07-06,"WBLMvYAQxe","POR",0.2633,0.0188,0.2247,0.0201,-0.172,0.1708,0.008,0.0062,0.0171,0.0075,0.0542,-0.0011,0.2897,1.1939,"0KPqjA456v","SJE"
2015-07-11,"0KPqjA456v","SJE",-0.1016,0.0067,-0.3208,-0.1285,-0.1467,-0.0218,0.0031,0.0037,0.0784,0.0472,-1.1461,-0.0118,-0.3514,0.7117,"YgOMngl5wN","HOU"
2015-07-11,"19vQ2095K6","NER",-0.0873,-0.2162,-0.2301,0.0343,0.0922,-0.0492,-0.1034,9e-04,-0.1896,-0.0023,0.2477,-0.0942,-0.0123,1.3289,"a2lqRX2Mr0","NYRB"
2015-07-11,"9z5k7Yg5A3","PHI",0.4212,-0.0518,0.2682,-0.1099,0.1855,0.1957,9e-04,0.006,-0.0279,-0.0285,0.758,0.0911,0.664,1.8994,"WBLMvYAQxe","POR"
2015-07-11,"a2lqRX2Mr0","NYRB",-0.0167,0.0136,0.2159,0.209,0.225,0.0625,0.0133,0.006,-0.0026,-0.031,-0.0476,0.0383,0.4488,3.8167,"19vQ2095K6","NER"
2015-07-11,"jYQJ8EW5GR","ORL",-0.0935,-0.0236,0.119,-0.2566,-0.3475,-0.248,0.0195,-0.0191,0.0474,0.0325,-0.1957,-0.0102,-0.9131,1.0019,"mKAqBBmqbg","FCD"
2015-07-11,"mKAqBBmqbg","FCD",-0.1308,0.2619,-0.1226,0.143,-0.1904,-0.0391,0.0157,-0.2502,0.0023,-0.0136,0.0267,0.0014,-0.2309,1.6426,"jYQJ8EW5GR","ORL"
2015-07-11,"WBLMvYAQxe","POR",0.2106,0.0427,-0.1351,-0.3807,-0.148,-0.0907,0.0021,0.0066,-0.0494,0.0088,-0.7747,-0.001,-0.4,0.5096,"9z5k7Yg5A3","PHI"
2015-07-11,"YgOMngl5wN","HOU",-0.2748,-0.0186,0.0108,0.1403,-0.2091,-0.0608,-0.0299,0.0127,-0.0293,0.026,0.1016,-0.0013,-0.3784,1.1224,"0KPqjA456v","SJE"
2015-07-12,"a2lqR4JMr0","RSL",-0.0193,0.1057,0.2483,-0.2513,-0.2465,-0.1841,0.0226,0.005,-0.0555,-8e-04,-1.043,0.0178,-0.702,0.8572,"pzeQZ6xQKw","COL"
2015-07-12,"APk5LGOMOW","MTL",0.1549,-0.0633,0.2739,-0.2257,0.0223,0.0245,-0.0653,0.0145,-0.0033,0.0233,0.7519,0.0754,-0.000699999999999999,2.0504,"mvzqoLZQap","CLB"
2015-07-12,"jYQJ19EqGR","SEA",0.0149,-0.0655,-0.0421,-0.1028,-0.3019,-0.1339,0.0241,0.0074,0.0555,0.02,0.9265,-0.0011,-0.5037,0.7624,"X0Oq66zq6D","CHI"
2015-07-12,"kRQabn8MKZ","TOR",0.7485,0.0657,-0.1397,0.2383,0.1633,0.04509967146,0.0031,-0.2413,0.0835,-0.0256,0.5565,0.0027,1.16959967146,3.5516,"Vj58weDM8n","NYC"
2015-07-12,"mvzqoLZQap","CLB",-0.2806,0.1018,-0.137,0.0384,0.0166,-0.0676,0.0021,0.0077,-0.0542,-0.0059,-0.4073,0.0105,-0.2991,0.8122,"APk5LGOMOW","MTL"
2015-07-12,"pzeQZ6xQKw","COL",0.0823,-0.1071,-0.2804,-0.148,0.2577,0.0933,0.0183,0.001,-0.0576,-0.0397,0.0626,0.0151,0.2456,2.4284,"a2lqR4JMr0","RSL"
2015-07-12,"Vj58weDM8n","NYC",0.3665,0.2843,0.0527,-0.2483,-0.15,0.0237,-0.0701,0.0064,0.0235,5e-04,-0.8606,0.0286,-0.00759999999999999,2.9165,"kRQabn8MKZ","TOR"
2015-07-12,"X0Oq66zq6D","CHI",0.0349,0.0201,-0.4187,0.2633,-0.1277,-0.0972,0.003,0.0011,0.025,-0.0186,0.3977,-0.006,0.0547,1.4838,"jYQJ19EqGR","SEA"
2015-07-13,"lgpMOvnQzy","VAN",0.1687,0.0357,-0.1344,0.1042,-0.0636,0.024,0.0021,4e-04,0.0225,-0.0237,0.2487,0.0013,0.2096,1.0275,"Z2vQ1xlqrA","SKC"
2015-07-13,"Z2vQ1xlqrA","SKC",-0.0477,-0.0401,0.2698,-0.1508,-0.1076,-0.0318,0.022,0.0167,-0.117,-0.0064,0.658,0.058,-0.3443,0.8653,"lgpMOvnQzy","VAN"
2015-07-16,"mvzqoLZQap","CLB",0.2356,0.0071,-0.0361,0.0946,0.2444,0.012,0.0042,0.0044,0.0108,0.0079,0.3477,-7e-04,0.5945,1.2753,"X0Oq66zq6D","CHI"
2015-07-16,"X0Oq66zq6D","CHI",0.0135,-0.0601,-0.014,-0.0034,-0.4775,-0.2513,0.0021,0.0141,0.0229,-0.0097,0.7126,0.0864,-0.7284,0.5207,"mvzqoLZQap","CLB"
2015-07-18,"0KPqjA456v","SJE",0.0481,-0.2608,-0.3461,-0.1883,-0.1636,-0.0597,0.0134,-0.2519,0.0091,0.0049,-0.5843,0.0231,-0.3586,0.6875,"kaDQ0wRqEv","LAG"
2015-07-18,"19vQ2095K6","NER",0.1069,-0.0214,0.1656,-0.1136,-0.0945,0.00289999999999999,0.0329,0.0041,0.0582,-0.0095,0.6954,-0.0059,-0.1078,1.582,"Vj58weDM8n","NYC"
2015-07-18,"9z5k7Yg5A3","PHI",-0.2253,-0.0189,0.0526,-0.0814,-0.1774,-0.208,0.0131,0.0056,-0.0306,-0.0135,0.12,0.0867,-0.7056,0.4436,"kRQabn8MKZ","TOR"
2015-07-18,"a2lqRX2Mr0","NYRB",0.1277,-0.0399,0.4183,-0.09,-0.3994,-0.1474,0.0975,0.0187,-0.008,-0.0012,0.3584,8e-04,-0.5103,0.6379,"jYQJ8EW5GR","ORL"
2015-07-18,"jYQJ8EW5GR","ORL",-0.1415,0.064,0.0866,0.2026,0.065,-0.0121,0.0021,0.0048,-0.0321,-0.0036,-0.5906,-0.0011,0.1104,0.8601,"a2lqRX2Mr0","NYRB"
2015-07-18,"kaDQ0wRqEv","LAG",-0.0753,0.541,-0.1217,0.0164,0.0816,0.0306,0.004,0.005,0.0204,-0.0031,-0.4774,-3e-04,0.0502,2.7099,"0KPqjA456v","SJE"
2015-07-18,"kRQabn8MKZ","TOR",-0.1335,-0.0107,0.2926,0.2235,0.0295,-0.0678,0.0021,0.0118,0.0264,-0.0137,-0.3127,-0.0014,0.038,1.6417,"9z5k7Yg5A3","PHI"
2015-07-18,"Vj58weDM8n","NYC",-0.1008,-0.0173,0.3795,0.117,-0.0465,-0.2,0.0044,0.0082,0.0384,0.0145,0.7437,0.026,-0.2158,1.106,"19vQ2095K6","NER"
2015-07-19,"a2lqR4JMr0","RSL",0.1805,0.0612,-0.078,0.0674,-0.1679,0.179,0.0375,0.0055,-0.121,0.0099,0.7524,0.0501,0.2689,1.3752,"YgOMngl5wN","HOU"
2015-07-19,"APk5LGOMOW","MTL",-0.0393,-0.0228,-0.2231,-0.1979,-0.2862,-0.2037,0.0218,0.0075,-0.0083,0.0428,-0.1054,0.0128,-0.6843,0.655,"Z2vQ1xlqrA","SKC"
2015-07-19,"EKXMeX3Q64","DCU",0.0908,-0.0709,-0.1245,-0.0695,-0.3281,-0.2147,0.0021,0.0066,-0.0264,0.0233,0.0291,5e-04,-0.4982,0.8698,"mKAqBBmqbg","FCD"
2015-07-19,"jYQJ19EqGR","SEA",-0.0665,-0.0443,0.0891,-0.5144,-0.2058,-0.0598,0.0021,0.0028,0.0199,-0.0317,-0.2615,-0.0011,-0.8782,1.0644,"pzeQZ6xQKw","COL"
2015-07-19,"lgpMOvnQzy","VAN",0.1029,-0.0212,-0.3697,0.0646,0.0037,0.0949,0.0021,0.0099,0.0697,-0.0097,0.4684,-0.0011,0.2564,1.005,"WBLMvYAQxe","POR"
2015-07-19,"mKAqBBmqbg","FCD",-0.0254,0.0513,-0.2426,0.2318,0.4549,0.2733,0.0021,0.0086,0.0894,-0.0035,1.1555,-0.0011,0.9311,2.2747,"EKXMeX3Q64","DCU"
2015-07-19,"mvzqoLZQap","CLB",0.147,0.2054,0.0296,0.015,0.3979,0.0116,0.0021,0.0125,0.0612,0.0473,-0.5506,0.0321,0.6188,2.2602,"X0Oq66zq6D","CHI"
2015-07-19,"pzeQZ6xQKw","COL",0.0904,0.0296,-0.2058,-0.4524,-0.2713,0.0042,0.0138,0.0113,0.0644,0.0277,0.8507,0.0339,-0.6014,0.7295,"jYQJ19EqGR","SEA"
2015-07-19,"WBLMvYAQxe","POR",0.3859,0.0189,0.3114,-0.0401,0.00339999999999999,-0.0131,0.0123,0.0081,0.0382,0.0244,-0.5184,-0.0564,0.3605,1.3667,"lgpMOvnQzy","VAN"
2015-07-19,"X0Oq66zq6D","CHI",0.1853,0.0154,-0.3456,0.031,-0.312,-0.1016,0.0021,-0.2473,-0.0684,0.0092,0.3135,0.155,-0.1881,1.3173,"mvzqoLZQap","CLB"
2015-07-19,"YgOMngl5wN","HOU",0.00719999999999999,-0.0726,0.1242,-0.2095,-0.3663,-0.2356,0.0027,0.006,0.0595,-0.0098,-0.5269,-0.043,-0.814,0.3394,"a2lqR4JMr0","RSL"
2015-07-19,"Z2vQ1xlqrA","SKC",-0.0921,0.0235,0.0712,-0.0129,-0.2785,-0.0487,0.0021,0.0055,0.0024,-0.005,-0.2773,3e-04,-0.4372,1.0879,"APk5LGOMOW","MTL"
2015-07-25,"a2lqR4JMr0","RSL",-0.0927,0.1139,-0.1778,-0.0772,-0.0674,0.1271,0.0038,0.0081,0.0997,0.0321,1.3437,0.0074,-0.0781,2.038,"Z2vQ1xlqrA","SKC"
2015-07-25,"kRQabn8MKZ","TOR",-0.1409,0.2786,-0.2606,0.1996,0.2751,-0.0258,0.0021,0.0076,-0.003,0.0129,-1.4522,0.0014,0.3209,1.9991,"mvzqoLZQap","CLB"
2015-07-25,"mvzqoLZQap","CLB",0.2003,-0.2762,0.2835,-0.09,-0.1314,0.0297,0.0021,0.0214,0.0289,0.0329,-0.3375,0.0224,0.0415,1.2226,"kRQabn8MKZ","TOR"
2015-07-25,"Z2vQ1xlqrA","SKC",-0.3162,0.0028,-0.2568,0.1491,0.0908,-0.019,0.0038,-0.2494,0.0541,-0.0146,0.4945,0.0147,-0.1099,1.4886,"a2lqR4JMr0","RSL"
2015-07-26,"19vQ2095K6","NER",-0.1692,-0.1794,-0.2238,-0.1719,-0.2694,-0.1907,0.0149,-0.0031,-0.0254,0.0102,-0.0271,-0.0011,-0.791,0.6075,"X0Oq66zq6D","CHI"
